# L=100 N=25
# t x1 y1 x2 y2 x3 y3 x4 y4 x5 y5 x6 y6 x7 y7 x8 y8 x9 y9 x10 y10 x11 y11 x12 y12 x13 y13 x14 y14 x15 y15 x16 y16 x17 y17 x18 y18 x19 y19 x20 y20 x21 y21 x22 y22 x23 y23 x24 y24 x25 y25 K P
0.10000 10.772685563620003 11.629547636189397 32.532183569857544 11.392461885107828 50.331409986832 9.873342278837326 68.75280224278163 11.202435256724184 88.86092920633963 11.203927624756584 11.353722943826892 31.228974338305328 30.324715653993003 28.847814875623293 50.85436267953081 30.597506541400172 68.34685773844353 30.022882693896587 89.33994204279169 27.21191354347038 10.276182188628553 51.78588383237954 33.18255652670969 50.28776957925929 49.20641862153309 49.60752891015444 69.151560345016 49.34375085691749 89.46417150822114 49.97793758966273 10.248207725785994 71.73513623684363 30.341468328997067 69.11640450550027 50.575145900176715 68.63617016512023 71.45032984265556 70.11370229625194 90.93240703146296 72.44674139385008 10.225780969507095 91.17554845647945 29.59481884092977 89.14920359707902 51.745122502060894 89.79898286714038 71.34328042338564 90.39451174753343 90.3441343020209 87.6232090805633 129.49583876740658 -1.6547959599831887
0.11000 10.842934690117266 11.777716745467638 32.762477135215526 11.519181126566158 50.36151848648385 9.861838756393075 68.63936954605471 11.311804513052513 88.75734614500604 11.313639848330068 11.47685451467891 31.340656012440185 30.35421993029835 28.742956716668527 50.93213505294401 30.651860310915303 68.19645137876498 30.02494059849151 89.27990870939738 26.958200258474566 10.301266195971204 51.948252015672345 33.47212684040071 50.31398593983245 49.13408388117407 49.571856146874644 69.07441219722755 49.284053210635655 89.4154468648882 49.975940582317804 10.270743965349748 71.89289615783991 30.372521504327008 69.0360473917968 50.627409554507764 68.51212678568476 71.58220981954666 70.12406194497642 91.01716742353464 72.66950933964445 10.246322724165733 91.28236418254241 29.557930999888534 89.07182091423016 51.9038181031571 89.78073529673331 71.4654092846033 90.43034704752544 90.37540234514165 87.4067948358535 129.5499517150293 -1.7088268112154354
0.12000 10.913185052819223 11.925893297001467 32.992796298446486 11.645936120574587 50.39162017887201 9.850339661986512 68.52592221005963 11.421188898059814 88.65375689879758 11.423436406345393 11.600002239937552 31.452326615689557 30.383721381021036 28.638066032250254 51.009938817357494 30.706222894913697 68.0460091478553 30.026992853648995 89.2198677027572 26.704404709369683 10.326345647173321 52.1106243223232 33.761777337873816 50.34021446376689 49.06168242100188 49.536186809982794 68.99725927652125 49.22434536328936 89.36671879255161 49.973945508383245 10.293272296853251 72.05066173224003 30.403578134402522 68.95568252036897 50.67966709720717 68.38806779062939 71.71409792684469 70.13442786365805 91.10192491372091 72.89239525436298 10.266869192256369 91.3891662173803 29.52103008923097 88.99442959068183 52.06252526483887 89.76249429250824 71.58754126933464 90.46617430515654 90.4066683128472 87.19026204430111 129.6128756682888 -1.7716662076955698
0.13000 10.983436753705973 12.074077916379814 33.223143440657864 11.772730356400029 50.42171387720824 9.838845968076974 68.41245855963501 11.53058974962599 88.55016176272872 11.533331214823615 11.72316711973921 31.563985263337116 30.413220311359957 28.53313912371513 51.08777832957547 30.760594874303326 67.89552636750773 30.029039067425305 89.15981803844872 26.450512806986772 10.351420572949676 52.27300113874597 34.05152158397296 50.3664551284799 48.98920154516222 49.500522031881836 68.9201010900792 49.16462642764894 89.31798700534758 49.97195245110627 10.315791878726943 72.20843356555338 30.43463870876422 68.87530931654194 50.73191791489465 68.26399177367617 71.84599478642942 70.14480064160286 91.18667816886276 73.11542171374637 10.28742089194584 91.49595342251557 29.484115259215944 88.91702924004827 52.22124467961406 89.74426027575656 71.70967656801899 90.50199275407284 90.43793329376773 86.97358823633526 129.68560736799955 -1.8443212106566553
0.14000 11.053689901661635 12.222271228796894 33.45352097364247 11.899567416666127 50.45179826577102 9.827358779573046 68.29897683642876 11.640008414159015 88.44656125689221 11.643340018281178 11.846350096817325 31.675631067472434 30.442717178150506 28.428172106601615 51.16565834578312 30.814976780630307 67.74499797194623 30.031078872619506 89.09975855990297 26.19650861300693 10.376491040103625 52.43538285362751 34.34137493252421 50.39270760037662 48.916626768481386 49.464863224473525 68.84293712714215 49.10489551121381 89.26925122171944 49.9699614892354 10.338301842690031 72.36621228944988 30.46570373906529 68.79492722804206 50.78416137210986 68.13989730370075 71.9779010117787 70.15518087409559 91.27142547270013 73.33861363279125 10.307978348315883 91.6027246649493 29.44718569058614 88.83961951361336 52.37997701236051 89.72603364971825 71.83181534952664 90.53780162190887 90.46919879995595 86.75674859369629 129.7690275712358 -1.9276934642277268
0.15000 11.123944613985715 12.370473858903098 33.683931336045625 12.026450973539637 50.48187189218818 9.815879345192156 68.18547519605826 11.749446245878831 88.3429561598384 11.75348046732205 11.969552056420582 31.787263136142883 30.47221260719957 28.323160907021528 51.24358405877443 30.8693690874972 67.59441847131566 30.033111931945797 89.03968790063949 25.942374266856973 10.40155714778107 52.597769857416516 34.63135460532456 50.41897118668384 48.84394174489659 49.42921212767061 68.76576685832683 49.04515171614474 89.22051116493105 49.96797269790131 10.36080129430631 72.5239985625769 30.49677375635745 68.71453572752166 50.83639680943808 68.01578292231187 72.10981720846785 70.16556916173786 91.35616473743396 73.56199692465816 10.328542090263651 91.70947881778436 29.41024059325482 88.76220009738293 52.53872290249386 89.70781479994898 71.95395775901308 90.57360013233725 90.5004667590382 86.53971728623569 129.86363058491077 -2.0223178671226982
0.16000 11.194201017917054 12.51868643068839 33.914376988842335 12.153384781916321 50.51193315986499 9.804409069691578 68.0719517052654 11.858904606109606 88.23934753905019 11.863772044263843 12.092773826314072 31.898880572793527 30.50170741103876 28.21810126004564 51.32156113740021 30.92377220087757 67.44378191295925 30.035137944154933 88.9796044495174 25.68809006409886 10.42661902410919 52.76016254187086 34.921479633841344 50.4452447910301 48.77112833316258 49.39357085456374 68.6885897349231 48.985394139143104 89.17176656350642 49.96598614939375 10.383289313618013 72.68179307126488 30.527849308190618 68.63413431502732 50.88862354144202 67.89164714120825 72.2417439748326 70.1759661098728 91.44089365862932 73.78559534390311 10.349112647373563 91.8162147607057 29.373279204972008 88.68477070918752 52.69748296596991 89.6896040946981 72.07610391589584 90.60938750715268 90.53173936289414 86.32247062486394 129.96899961673648 -2.127855002435286
0.17000 11.264459252171557 12.666909567399244 34.14486041012927 12.280372669197545 50.54198032070895 9.792949526983865 67.95840433907249 11.968384862583628 88.13573676868481 11.97423570485415 12.216016176840784 32.01048247598319 30.531202606903012 28.112988710500534 51.39959576782103 30.978186448239267 67.29308184091242 30.03715665119276 88.91950632887115 25.433634818298202 10.451676823181472 52.92256129965443 35.2117705466331 50.47152688522176 48.69816691687258 49.357941920853996 68.61140518816114 48.92562187127511 89.1230171516044 49.964001913854084 10.405764955863699 72.83959653011124 30.558930955541868 68.55372252038302 50.94084085438228 67.76748843928031 72.37368190281092 70.18637232809822 91.52561019919546 74.00942383385396 10.369690546786337 91.92293138032123 29.336300789962518 88.60733109584383 52.85625779713571 89.67140188529508 72.19825391198465 90.64516296838674 90.56301858703581 86.10499371077402 130.0828068356666 -2.2421233900063258
0.18000 11.334719468494031 12.815143891489829 34.37538408925404 12.407418521246973 50.5720114683333 9.781502474135896 67.84483097794747 12.077888388760742 88.03212551520824 12.08489301165462 12.339279821026782 32.122067939362736 30.5606994346924 28.007818616600865 51.47769469588006 31.032612066406333 67.14231125431262 30.039167846467034 88.85939140493865 25.178986730830232 10.476730722353432 53.08496652397645 35.50224860609836 50.497815521451 48.62503717523184 49.32232823437941 68.53421262843703 48.86583399773898 89.0742626693365 49.962020059902585 10.428227252285733 72.99740968242648 30.590019269591238 68.4732999054592 50.99304800370717 67.64330525941898 72.50563157898061 70.1967884298656 91.6103137929204 74.23347519630771 10.390276310087156 92.02962757036907 29.299304637528685 88.52988103038155 53.015047970442296 89.65320850654244 72.32040780980766 90.680925740451 90.59430499010881 85.88729376272698 130.1989210873485 -2.359268276896363
0.19000 11.40498183322362 12.963390024607667 34.605950520322274 12.534526264129013 50.60202453195511 9.770069866233154 67.73122940498916 12.18741656316767 87.92851565396496 12.195764378523352 12.46256541471876 32.233636051900085 30.590199374621758 27.902586156847228 51.55586526953423 31.087049188122183 66.99146256580298 30.041171384262316 88.79925736756549 24.924125149222334 10.501780919815364 53.24737860826891 35.79293426610045 50.52410843058709 48.551719633077646 49.28673299915281 68.45701144448236 48.80602959757343 89.02550286303648 49.960040655221945 10.450675211029473 73.15523330051306 30.621114828364252 68.39286606629686 51.04524421129136 67.51909600498882 72.63759358581338 70.20721503215387 91.6950080861463 74.45769401482875 10.410870450228552 92.13630223180253 29.262290060611033 88.45242030934013 53.173854042031024 89.63502427711377 72.44256564120074 90.71667505230744 90.6255949748148 85.66942619110159 130.30383389535942 -2.4663035200303662
0.20000 11.475246528871645 13.111648587613232 34.83656219514035 12.66169984126089 50.63201727124179 9.758653872068686 67.6175973031456 12.296970768761783 87.82490904741383 12.306865780502527 12.585873556747272 32.345185898335195 30.619704164206777 27.797286340612217 51.634115479760084 31.14149782733346 66.84052756153135 30.043167190289434 88.73910194847632 24.66903385974888 10.526827632408962 53.40979794590114 36.08384430141616 50.55040329097637 48.478198539238186 49.25115944955914 68.37980100245815 48.746207743305966 88.97673748549082 49.95806376712367 10.473107818125742 73.31306818572443 30.65221821326311 68.3124206350527 51.09742866240196 67.39485903591662 72.76956850316942 70.21765275518956 91.77970693751752 74.68192616447196 10.43147346849396 92.24295427276996 29.225256394300402 88.37494875013947 53.33267655120442 89.61684949995553 72.56472740627716 90.75241013966658 90.65687479017767 85.45154508589991 130.36992533006497 -2.5365884513769412
