#t  x1  x2  v1  v2 
44.91000  5.70081  10.30161  6.16226  -2.16347 
44.92000  5.76238  10.27993  6.15054  -2.17197 
44.93000  5.82382  10.25817  6.13737  -2.17942 
44.94000  5.88513  10.23634  6.12275  -2.18582 
44.95000  5.94628  10.21445  6.10669  -2.19117 
44.96000  6.00726  10.19252  6.08919  -2.19547 
44.97000  6.06806  10.17054  6.07025  -2.19873 
44.98000  6.12866  10.14854  6.04988  -2.20094 
44.99000  6.18906  10.12652  6.02808  -2.20210 
45.00000  6.24923  10.10450  6.00485  -2.20222 
45.01000  6.30915  10.08248  5.98020  -2.20129 
45.02000  6.36883  10.06047  5.95413  -2.19933 
45.03000  6.42824  10.03849  5.92666  -2.19634 
45.04000  6.48736  10.01655  5.89778  -2.19231 
45.05000  6.54619  9.99465  5.86750  -2.18725 
45.06000  6.60471  9.97280  5.83583  -2.18117 
45.07000  6.66291  9.95102  5.80277  -2.17407 
45.08000  6.72077  9.92932  5.76833  -2.16596 
45.09000  6.77828  9.90770  5.73253  -2.15683 
45.10000  6.83542  9.88618  5.69536  -2.14671 
45.11000  6.89218  9.86477  5.65684  -2.13558 
45.12000  6.94856  9.84347  5.61697  -2.12346 
45.13000  7.00452  9.82230  5.57577  -2.11035 
45.14000  7.06007  9.80127  5.53324  -2.09626 
45.15000  7.11519  9.78038  5.48940  -2.08120 
45.16000  7.16986  9.75964  5.44425  -2.06518 
45.17000  7.22407  9.73907  5.39780  -2.04819 
45.18000  7.27782  9.71868  5.35007  -2.03026 
45.19000  7.33107  9.69847  5.30107  -2.01139 
45.20000  7.38384  9.67845  5.25081  -1.99158 
45.21000  7.43609  9.65864  5.19929  -1.97085 
45.22000  7.48782  9.63903  5.14654  -1.94921 
45.23000  7.53902  9.61965  5.09257  -1.92666 
45.24000  7.58967  9.60050  5.03738  -1.90322 
45.25000  7.63977  9.58159  4.98100  -1.87890 
45.26000  7.68929  9.56292  4.92343  -1.85370 
45.27000  7.73824  9.54451  4.86469  -1.82763 
45.28000  7.78659  9.52637  4.80480  -1.80072 
45.29000  7.83433  9.50850  4.74376  -1.77296 
45.30000  7.88146  9.49091  4.68160  -1.74438 
45.31000  7.92796  9.47361  4.61833  -1.71497 
45.32000  7.97383  9.45661  4.55396  -1.68477 
45.33000  8.01904  9.43992  4.48852  -1.65377 
45.34000  8.06360  9.42354  4.42201  -1.62199 
45.35000  8.10748  9.40748  4.35445  -1.58944 
45.36000  8.15069  9.39175  4.28587  -1.55615 
45.37000  8.19320  9.37635  4.21627  -1.52211 
45.38000  8.23501  9.36130  4.14567  -1.48734 
45.39000  8.27612  9.34661  4.07410  -1.45187 
45.40000  8.31650  9.33227  4.00157  -1.41569 
45.41000  8.35615  9.31829  3.92810  -1.37883 
45.42000  8.39506  9.30469  3.85370  -1.34131 
45.43000  8.43322  9.29147  3.77840  -1.30313 
45.44000  8.47063  9.27863  3.70221  -1.26431 
45.45000  8.50726  9.26618  3.62515  -1.22487 
45.46000  8.54313  9.25413  3.54725  -1.18482 
45.47000  8.57821  9.24248  3.46852  -1.14418 
45.48000  8.61250  9.23125  3.38898  -1.10296 
45.49000  8.64599  9.22042  3.30866  -1.06119 
45.50000  8.67867  9.21002  3.22756  -1.01887 
45.51000  8.71054  9.20005  3.14572  -0.97602 
45.52000  8.74159  9.19050  3.06315  -0.93267 
45.53000  8.77180  9.18139  2.97988  -0.88882 
45.54000  8.80118  9.17273  2.89592  -0.84450 
45.55000  8.82972  9.16450  2.81129  -0.79971 
45.56000  8.85741  9.15673  2.72603  -0.75449 
45.57000  8.88424  9.14941  2.64014  -0.70884 
45.58000  8.91021  9.14255  2.55366  -0.66279 
45.59000  8.93532  9.13616  2.46660  -0.61635 
45.60000  8.95954  9.13023  2.37898  -0.56954 
45.61000  8.98290  9.12477  2.29083  -0.52238 
45.62000  9.00536  9.11978  2.20217  -0.47488 
45.63000  9.02694  9.11527  2.11302  -0.42707 
45.64000  9.04762  9.11124  2.02341  -0.37896 
45.65000  9.06741  9.10769  1.93335  -0.33058 
45.66000  9.08629  9.10463  1.84288  -0.28193 
45.67000  9.10426  9.10205  1.75201  -0.23305 
45.68000  9.12133  9.09997  1.66076  -0.18394 
45.69000  9.13748  9.09837  1.56917  -0.13463 
45.70000  9.15271  9.09727  1.47724  -0.08513 
45.71000  9.16702  9.09667  1.38501  -0.03547 
45.72000  9.18041  9.09656  1.29251  0.01433 
45.73000  9.19287  9.09696  1.19974  0.06426 
45.74000  9.20441  9.09785  1.10674  0.11430 
45.75000  9.21501  9.09924  1.01353  0.16443 
45.76000  9.22468  9.10114  0.92014  0.21462 
45.77000  9.23341  9.10354  0.82658  0.26487 
45.78000  9.24121  9.10644  0.73288  0.31514 
45.79000  9.24807  9.10984  0.63907  0.36542 
45.80000  9.25399  9.11374  0.54517  0.41570 
45.81000  9.25897  9.11815  0.45120  0.46594 
45.82000  9.26302  9.12306  0.35719  0.51614 
45.83000  9.26612  9.12848  0.26315  0.56627 
45.84000  9.26828  9.13439  0.16912  0.61631 
45.85000  9.26950  9.14080  0.07512  0.66625 
45.86000  9.26978  9.14771  -0.01883  0.71606 
45.87000  9.26912  9.15512  -0.11270  0.76573 
45.88000  9.26753  9.16303  -0.20648  0.81523 
45.89000  9.26499  9.17143  -0.30013  0.86455 
45.90000  9.26152  9.18032  -0.39364  0.91366 
45.91000  9.25712  9.18970  -0.48698  0.96256 
45.92000  9.25178  9.19957  -0.58012  1.01121 
45.93000  9.24552  9.20992  -0.67304  1.05960 
45.94000  9.23832  9.22076  -0.76573  1.10771 
45.95000  9.23020  9.23208  -0.85815  1.15553 
45.96000  9.22116  9.24387  -0.95028  1.20302 
45.97000  9.21120  9.25614  -1.04211  1.25019 
45.98000  9.20032  9.26888  -1.13360  1.29699 
45.99000  9.18853  9.28208  -1.22473  1.34343 
46.00000  9.17582  9.29574  -1.31549  1.38947 
46.01000  9.16222  9.30987  -1.40584  1.43510 
46.02000  9.14771  9.32445  -1.49577  1.48031 
46.03000  9.13230  9.33947  -1.58525  1.52507 
46.04000  9.11600  9.35495  -1.67426  1.56937 
46.05000  9.09882  9.37086  -1.76278  1.61319 
46.06000  9.08075  9.38721  -1.85078  1.65650 
46.07000  9.06180  9.40399  -1.93825  1.69930 
46.08000  9.04198  9.42120  -2.02516  1.74157 
46.09000  9.02130  9.43882  -2.11150  1.78329 
46.10000  8.99975  9.45686  -2.19723  1.82443 
46.11000  8.97735  9.47531  -2.28234  1.86500 
46.12000  8.95411  9.49416  -2.36680  1.90496 
46.13000  8.93002  9.51341  -2.45061  1.94431 
46.14000  8.90509  9.53305  -2.53373  1.98302 
46.15000  8.87934  9.55307  -2.61614  2.02108 
46.16000  8.85277  9.57347  -2.69783  2.05847 
46.17000  8.82539  9.59424  -2.77877  2.09519 
46.18000  8.79719  9.61538  -2.85895  2.13120 
46.19000  8.76821  9.63687  -2.93834  2.16651 
46.20000  8.73843  9.65871  -3.01693  2.20109 
46.21000  8.70787  9.68089  -3.09470  2.23492 
46.22000  8.67653  9.70340  -3.17162  2.26800 
46.23000  8.64444  9.72625  -3.24768  2.30031 
46.24000  8.61158  9.74941  -3.32286  2.33183 
46.25000  8.57798  9.77288  -3.39715  2.36256 
46.26000  8.54364  9.79666  -3.47051  2.39247 
46.27000  8.50857  9.82073  -3.54295  2.42156 
46.28000  8.47278  9.84509  -3.61443  2.44980 
46.29000  8.43628  9.86973  -3.68495  2.47720 
46.30000  8.39908  9.89464  -3.75448  2.50374 
46.31000  8.36119  9.91980  -3.82301  2.52939 
46.32000  8.32262  9.94522  -3.89053  2.55416 
46.33000  8.28338  9.97089  -3.95700  2.57803 
46.34000  8.24348  9.99678  -4.02244  2.60099 
46.35000  8.20293  10.02291  -4.08680  2.62302 
46.36000  8.16174  10.04925  -4.15009  2.64412 
46.37000  8.11993  10.07579  -4.21228  2.66428 
46.38000  8.07750  10.10253  -4.27336  2.68349 
46.39000  8.03446  10.12946  -4.33332  2.70173 
46.40000  7.99083  10.15657  -4.39214  2.71899 
46.41000  7.94662  10.18384  -4.44982  2.73528 
46.42000  7.90183  10.21127  -4.50632  2.75057 
46.43000  7.85649  10.23885  -4.56166  2.76486 
46.44000  7.81060  10.26657  -4.61580  2.77814 
46.45000  7.76418  10.29441  -4.66874  2.79040 
46.46000  7.71723  10.32238  -4.72047  2.80164 
46.47000  7.66977  10.35045  -4.77098  2.81185 
46.48000  7.62181  10.37861  -4.82025  2.82102 
46.49000  7.57336  10.40687  -4.86827  2.82914 
46.50000  7.52444  10.43520  -4.91504  2.83621 
46.51000  7.47506  10.46359  -4.96054  2.84221 
46.52000  7.42523  10.49204  -5.00477  2.84716 
46.53000  7.37497  10.52053  -5.04771  2.85104 
46.54000  7.32428  10.54906  -5.08935  2.85384 
46.55000  7.27318  10.57761  -5.12969  2.85556 
46.56000  7.22168  10.60617  -5.16872  2.85619 
46.57000  7.16980  10.63473  -5.20643  2.85574 
46.58000  7.11755  10.66329  -5.24282  2.85420 
46.59000  7.06495  10.69182  -5.27787  2.85156 
46.60000  7.01200  10.72032  -5.31157  2.84782 
46.61000  6.95872  10.74877  -5.34394  2.84298 
46.62000  6.90512  10.77718  -5.37495  2.83704 
46.63000  6.85122  10.80552  -5.40459  2.83000 
46.64000  6.79703  10.83378  -5.43288  2.82185 
46.65000  6.74256  10.86195  -5.45980  2.81259 
46.66000  6.68783  10.89003  -5.48534  2.80222 
46.67000  6.63285  10.91800  -5.50951  2.79074 
46.68000  6.57764  10.94584  -5.53229  2.77816 
46.69000  6.52221  10.97356  -5.55370  2.76446 
46.70000  6.46657  11.00113  -5.57371  2.74966 
46.71000  6.41073  11.02855  -5.59233  2.73375 
46.72000  6.35472  11.05581  -5.60957  2.71673 
46.73000  6.29854  11.08289  -5.62541  2.69861 
46.74000  6.24221  11.10978  -5.63985  2.67939 
46.75000  6.18574  11.13648  -5.65290  2.65907 
46.76000  6.12915  11.16296  -5.66455  2.63765 
46.77000  6.07245  11.18923  -5.67481  2.61513 
46.78000  6.01566  11.21526  -5.68366  2.59153 
46.79000  5.95878  11.24106  -5.69113  2.56684 
46.80000  5.90183  11.26660  -5.69720  2.54106 
46.81000  5.84484  11.29188  -5.70187  2.51421 
46.82000  5.78780  11.31689  -5.70515  2.48629 
46.83000  5.73073  11.34161  -5.70704  2.45730 
46.84000  5.67366  11.36603  -5.70755  2.42724 
46.85000  5.61658  11.39015  -5.70667  2.39613 
46.86000  5.55952  11.41395  -5.70441  2.36397 
46.87000  5.50249  11.43743  -5.70078  2.33077 
46.88000  5.44551  11.46057  -5.69577  2.29653 
46.89000  5.38858  11.48336  -5.68939  2.26126 
46.90000  5.33172  11.50579  -5.68164  2.22497 
46.91000  5.27495  11.52786  -5.67254  2.18766 
46.92000  5.21827  11.54955  -5.66209  2.14936 
46.93000  5.16170  11.57085  -5.65029  2.11005 
46.94000  5.10526  11.59175  -5.63714  2.06976 
46.95000  5.04896  11.61224  -5.62266  2.02849 
46.96000  4.99281  11.63232  -5.60686  1.98626 
46.97000  4.93682  11.65197  -5.58973  1.94306 
46.98000  4.88102  11.67118  -5.57130  1.89892 
46.99000  4.82540  11.68995  -5.55156  1.85384 
47.00000  4.76998  11.70826  -5.53052  1.80783 
47.01000  4.71479  11.72610  -5.50819  1.76091 
47.02000  4.65982  11.74347  -5.48459  1.71309 
47.03000  4.60510  11.76036  -5.45972  1.66438 
47.04000  4.55063  11.77676  -5.43359  1.61479 
47.05000  4.49642  11.79266  -5.40622  1.56433 
47.06000  4.44250  11.80805  -5.37760  1.51301 
47.07000  4.38887  11.82292  -5.34776  1.46086 
47.08000  4.33555  11.83727  -5.31670  1.40788 
47.09000  4.28254  11.85108  -5.28444  1.35409 
47.10000  4.22986  11.86435  -5.25099  1.29950 
47.11000  4.17752  11.87707  -5.21636  1.24412 
47.12000  4.12553  11.88923  -5.18056  1.18797 
47.13000  4.07391  11.90083  -5.14360  1.13107 
47.14000  4.02266  11.91185  -5.10550  1.07342 
47.15000  3.97180  11.92230  -5.06628  1.01505 
47.16000  3.92133  11.93215  -5.02594  0.95598 
47.17000  3.87128  11.94142  -4.98449  0.89620 
47.18000  3.82164  11.95008  -4.94197  0.83575 
47.19000  3.77244  11.95813  -4.89837  0.77464 
47.20000  3.72368  11.96557  -4.85371  0.71288 
47.21000  3.67536  11.97239  -4.80801  0.65050 
47.22000  3.62752  11.97858  -4.76128  0.58750 
47.23000  3.58014  11.98414  -4.71355  0.52392 
47.24000  3.53324  11.98906  -4.66481  0.45975 
47.25000  3.48684  11.99333  -4.61510  0.39503 
47.26000  3.44094  11.99696  -4.56443  0.32976 
47.27000  3.39555  11.99993  -4.51281  0.26398 
47.28000  3.35069  12.00224  -4.46026  0.19769 
47.29000  3.30635  12.00388  -4.40680  0.13091 
47.30000  3.26255  12.00486  -4.35245  0.06367 
47.31000  3.21930  12.00516  -4.29721  -0.00402 
47.32000  3.17661  12.00478  -4.24112  -0.07214 
47.33000  3.13448  12.00371  -4.18419  -0.14067 
47.34000  3.09292  12.00196  -4.12644  -0.20959 
47.35000  3.05195  11.99952  -4.06788  -0.27888 
47.36000  3.01156  11.99638  -4.00853  -0.34852 
47.37000  2.97178  11.99255  -3.94842  -0.41850 
47.38000  2.93260  11.98801  -3.88756  -0.48878 
47.39000  2.89403  11.98277  -3.82598  -0.55936 
47.40000  2.85608  11.97683  -3.76368  -0.63020 
47.41000  2.81875  11.97017  -3.70069  -0.70130 
47.42000  2.78206  11.96280  -3.63704  -0.77262 
47.43000  2.74601  11.95472  -3.57273  -0.84416 
47.44000  2.71061  11.94592  -3.50779  -0.91588 
47.45000  2.67586  11.93640  -3.44225  -0.98777 
47.46000  2.64176  11.92616  -3.37611  -1.05981 
47.47000  2.60833  11.91520  -3.30940  -1.13197 
47.48000  2.57557  11.90352  -3.24215  -1.20424 
47.49000  2.54349  11.89112  -3.17437  -1.27659 
47.50000  2.51209  11.87799  -3.10608  -1.34900 
47.51000  2.48137  11.86414  -3.03730  -1.42146 
47.52000  2.45134  11.84956  -2.96806  -1.49393 
47.53000  2.42201  11.83426  -2.89837  -1.56640 
47.54000  2.39337  11.81823  -2.82826  -1.63885 
47.55000  2.36544  11.80148  -2.75775  -1.71125 
47.56000  2.33822  11.78401  -2.68686  -1.78359 
47.57000  2.31171  11.76581  -2.61561  -1.85584 
47.58000  2.28591  11.74689  -2.54403  -1.92798 
47.59000  2.26083  11.72725  -2.47212  -1.99999 
47.60000  2.23646  11.70689  -2.39992  -2.07184 
47.61000  2.21283  11.68582  -2.32745  -2.14352 
47.62000  2.18992  11.66402  -2.25473  -2.21501 
47.63000  2.16773  11.64152  -2.18178  -2.28627 
47.64000  2.14628  11.61830  -2.10862  -2.35730 
47.65000  2.12556  11.59437  -2.03528  -2.42807 
47.66000  2.10557  11.56974  -1.96177  -2.49856 
47.67000  2.08632  11.54440  -1.88812  -2.56874 
47.68000  2.06781  11.51836  -1.81434  -2.63859 
47.69000  2.05004  11.49163  -1.74047  -2.70810 
47.70000  2.03300  11.46420  -1.66652  -2.77725 
47.71000  2.01671  11.43608  -1.59252  -2.84600 
47.72000  2.00115  11.40728  -1.51848  -2.91435 
47.73000  1.98634  11.37779  -1.44443  -2.98226 
47.74000  1.97226  11.34763  -1.37039  -3.04972 
47.75000  1.95893  11.31680  -1.29638  -3.11671 
47.76000  1.94634  11.28530  -1.22242  -3.18320 
47.77000  1.93448  11.25314  -1.14854  -3.24918 
47.78000  1.92336  11.22032  -1.07475  -3.31463 
47.79000  1.91299  11.18684  -1.00108  -3.37952 
47.80000  1.90334  11.15273  -0.92754  -3.44383 
47.81000  1.89444  11.11797  -0.85417  -3.50755 
47.82000  1.88626  11.08257  -0.78097  -3.57065 
47.83000  1.87882  11.04655  -0.70798  -3.63312 
47.84000  1.87210  11.00991  -0.63520  -3.69493 
47.85000  1.86611  10.97266  -0.56267  -3.75606 
47.86000  1.86085  10.93479  -0.49040  -3.81650 
47.87000  1.85630  10.89633  -0.41842  -3.87623 
47.88000  1.85248  10.85727  -0.34674  -3.93522 
47.89000  1.84937  10.81762  -0.27538  -3.99346 
47.90000  1.84697  10.77740  -0.20437  -4.05093 
47.91000  1.84528  10.73660  -0.13372  -4.10761 
47.92000  1.84430  10.69524  -0.06346  -4.16348 
47.93000  1.84401  10.65333  0.00640  -4.21852 
47.94000  1.84442  10.61087  0.07584  -4.27272 
47.95000  1.84553  10.56788  0.14483  -4.32606 
47.96000  1.84732  10.52435  0.21336  -4.37852 
47.97000  1.84980  10.48031  0.28141  -4.43008 
47.98000  1.85295  10.43575  0.34897  -4.48073 
47.99000  1.85678  10.39069  0.41600  -4.53044 
48.00000  1.86127  10.34514  0.48250  -4.57921 
48.01000  1.86643  10.29911  0.54845  -4.62701 
48.02000  1.87224  10.25260  0.61382  -4.67384 
48.03000  1.87870  10.20563  0.67860  -4.71967 
48.04000  1.88581  10.15821  0.74277  -4.76448 
48.05000  1.89356  10.11034  0.80632  -4.80827 
48.06000  1.90194  10.06204  0.86923  -4.85102 
48.07000  1.91094  10.01332  0.93148  -4.89271 
48.08000  1.92057  9.96419  0.99305  -4.93332 
48.09000  1.93080  9.91466  1.05393  -4.97285 
48.10000  1.94165  9.86473  1.11410  -5.01129 
48.11000  1.95309  9.81443  1.17355  -5.04860 
48.12000  1.96512  9.76376  1.23226  -5.08480 
48.13000  1.97773  9.71273  1.29021  -5.11985 
48.14000  1.99092  9.66136  1.34740  -5.15374 
48.15000  2.00468  9.60966  1.40380  -5.18648 
48.16000  2.01900  9.55763  1.45940  -5.21803 
48.17000  2.03387  9.50530  1.51418  -5.24840 
48.18000  2.04928  9.45267  1.56814  -5.27756 
48.19000  2.06523  9.39975  1.62126  -5.30551 
48.20000  2.08171  9.34656  1.67352  -5.33224 
48.21000  2.09870  9.29310  1.72491  -5.35773 
48.22000  2.11620  9.23940  1.77543  -5.38198 
48.23000  2.13421  9.18546  1.82505  -5.40498 
48.24000  2.15270  9.13130  1.87376  -5.42671 
48.25000  2.17168  9.07693  1.92156  -5.44717 
48.26000  2.19114  9.02236  1.96843  -5.46635 
48.27000  2.21105  8.96760  2.01436  -5.48424 
48.28000  2.23142  8.91267  2.05933  -5.50083 
48.29000  2.25224  8.85759  2.10335  -5.51612 
48.30000  2.27349  8.80235  2.14639  -5.53009 
48.31000  2.29517  8.74698  2.18845  -5.54274 
48.32000  2.31726  8.69150  2.22952  -5.55406 
48.33000  2.33976  8.63590  2.26959  -5.56405 
48.34000  2.36265  8.58022  2.30864  -5.57270 
48.35000  2.38593  8.52445  2.34668  -5.58000 
48.36000  2.40958  8.46862  2.38369  -5.58595 
48.37000  2.43360  8.41273  2.41966  -5.59055 
48.38000  2.45798  8.35680  2.45460  -5.59379 
48.39000  2.48270  8.30085  2.48848  -5.59566 
48.40000  2.50775  8.24489  2.52130  -5.59617 
48.41000  2.53312  8.18893  2.55306  -5.59530 
48.42000  2.55881  8.13298  2.58375  -5.59306 
48.43000  2.58480  8.07707  2.61337  -5.58944 
48.44000  2.61108  8.02120  2.64190  -5.58445 
48.45000  2.63763  7.96538  2.66935  -5.57807 
48.46000  2.66446  7.90963  2.69570  -5.57031 
48.47000  2.69155  7.85397  2.72096  -5.56117 
48.48000  2.71888  7.79841  2.74512  -5.55064 
48.49000  2.74645  7.74296  2.76817  -5.53872 
48.50000  2.77424  7.68764  2.79011  -5.52543 
48.51000  2.80225  7.63245  2.81095  -5.51074 
48.52000  2.83046  7.57742  2.83067  -5.49468 
48.53000  2.85887  7.52256  2.84928  -5.47723 
48.54000  2.88745  7.46788  2.86677  -5.45841 
48.55000  2.91620  7.41339  2.88314  -5.43820 
48.56000  2.94511  7.35911  2.89839  -5.41662 
48.57000  2.97417  7.30506  2.91252  -5.39366 
48.58000  3.00336  7.25124  2.92552  -5.36934 
48.59000  3.03268  7.19767  2.93741  -5.34365 
48.60000  3.06211  7.14437  2.94817  -5.31659 
48.61000  3.09164  7.09134  2.95781  -5.28818 
48.62000  3.12127  7.03860  2.96633  -5.25842 
48.63000  3.15097  6.98617  2.97373  -5.22730 
48.64000  3.18074  6.93406  2.98001  -5.19485 
48.65000  3.21057  6.88227  2.98518  -5.16106 
48.66000  3.24045  6.83084  2.98924  -5.12593 
48.67000  3.27036  6.77976  2.99218  -5.08948 
48.68000  3.30029  6.72905  2.99402  -5.05172 
48.69000  3.33024  6.67872  2.99476  -5.01264 
48.70000  3.36018  6.62879  2.99439  -4.97227 
48.71000  3.39012  6.57928  2.99293  -4.93060 
48.72000  3.42004  6.53018  2.99037  -4.88764 
48.73000  3.44993  6.48152  2.98673  -4.84341 
48.74000  3.47978  6.43331  2.98201  -4.79791 
48.75000  3.50957  6.38557  2.97621  -4.75115 
48.76000  3.53930  6.33829  2.96934  -4.70314 
48.77000  3.56896  6.29150  2.96141  -4.65390 
48.78000  3.59853  6.24521  2.95241  -4.60343 
48.79000  3.62801  6.19943  2.94237  -4.55174 
48.80000  3.65738  6.15418  2.93129  -4.49885 
48.81000  3.68663  6.10946  2.91916  -4.44477 
48.82000  3.71576  6.06528  2.90601  -4.38950 
48.83000  3.74475  6.02167  2.89184  -4.33307 
48.84000  3.77360  5.97862  2.87666  -4.27548 
48.85000  3.80229  5.93616  2.86048  -4.21675 
48.86000  3.83081  5.89429  2.84330  -4.15689 
48.87000  3.85915  5.85302  2.82513  -4.09591 
48.88000  3.88731  5.81237  2.80600  -4.03383 
48.89000  3.91527  5.77234  2.78589  -3.97067 
48.90000  3.94303  5.73295  2.76484  -3.90643 
48.91000  3.97057  5.69421  2.74284  -3.84113 
48.92000  3.99788  5.65613  2.71991  -3.77479 
48.93000  4.02497  5.61872  2.69605  -3.70743 
48.94000  4.05180  5.58198  2.67129  -3.63905 
48.95000  4.07839  5.54594  2.64562  -3.56968 
48.96000  4.10472  5.51059  2.61908  -3.49933 
48.97000  4.13077  5.47595  2.59165  -3.42802 
48.98000  4.15655  5.44203  2.56337  -3.35576 
48.99000  4.18204  5.40884  2.53424  -3.28258 
49.00000  4.20724  5.37638  2.50427  -3.20848 
49.01000  4.23213  5.34467  2.47348  -3.13350 
49.02000  4.25670  5.31371  2.44189  -3.05764 
49.03000  4.28096  5.28351  2.40950  -2.98092 
49.04000  4.30489  5.25409  2.37633  -2.90337 
49.05000  4.32849  5.22545  2.34239  -2.82499 
49.06000  4.35174  5.19759  2.30770  -2.74582 
49.07000  4.37464  5.17053  2.27228  -2.66587 
49.08000  4.39719  5.14427  2.23614  -2.58516 
49.09000  4.41937  5.11883  2.19929  -2.50371 
49.10000  4.44117  5.09420  2.16175  -2.42154 
49.11000  4.46260  5.07040  2.12353  -2.33866 
49.12000  4.48364  5.04742  2.08466  -2.25511 
49.13000  4.50430  5.02529  2.04514  -2.17090 
49.14000  4.52455  5.00401  2.00500  -2.08605 
49.15000  4.54439  4.98357  1.96425  -2.00058 
49.16000  4.56383  4.96399  1.92290  -1.91451 
49.17000  4.58285  4.94528  1.88098  -1.82787 
49.18000  4.60145  4.92744  1.83850  -1.74068 
49.19000  4.61962  4.91047  1.79548  -1.65295 
49.20000  4.63736  4.89438  1.75194  -1.56472 
49.21000  4.65466  4.87917  1.70788  -1.47599 
49.22000  4.67152  4.86486  1.66334  -1.38680 
49.23000  4.68793  4.85144  1.61833  -1.29717 
49.24000  4.70389  4.83892  1.57286  -1.20711 
49.25000  4.71939  4.82730  1.52696  -1.11666 
49.26000  4.73442  4.81658  1.48064  -1.02583 
49.27000  4.74900  4.80678  1.43393  -0.93464 
49.28000  4.76310  4.79789  1.38683  -0.84313 
49.29000  4.77674  4.78992  1.33937  -0.75131 
49.30000  4.78989  4.78286  1.29157  -0.65920 
49.31000  4.80257  4.77673  1.24344  -0.56684 
49.32000  4.81476  4.77153  1.19501  -0.47423 
49.33000  4.82647  4.76725  1.14629  -0.38141 
49.34000  4.83769  4.76390  1.09730  -0.28840 
49.35000  4.84841  4.76148  1.04807  -0.19523 
49.36000  4.85865  4.75999  0.99861  -0.10191 
49.37000  4.86838  4.75944  0.94893  -0.00847 
49.38000  4.87763  4.75982  0.89907  0.08507 
49.39000  4.88637  4.76114  0.84903  0.17868 
49.40000  4.89461  4.76340  0.79885  0.27234 
49.41000  4.90234  4.76659  0.74853  0.36603 
49.42000  4.90958  4.77072  0.69809  0.45971 
49.43000  4.91631  4.77578  0.64757  0.55338 
49.44000  4.92253  4.78179  0.59697  0.64700 
49.45000  4.92824  4.78872  0.54631  0.74054 
49.46000  4.93345  4.79660  0.49562  0.83400 
49.47000  4.93816  4.80540  0.44492  0.92734 
49.48000  4.94235  4.81514  0.39421  1.02053 
49.49000  4.94604  4.82581  0.34353  1.11357 
49.50000  4.94922  4.83742  0.29290  1.20641 
49.51000  4.95190  4.84994  0.24232  1.29904 
49.52000  4.95407  4.86340  0.19183  1.39144 
49.53000  4.95574  4.87777  0.14144  1.48358 
49.54000  4.95690  4.89307  0.09117  1.57543 
49.55000  4.95756  4.90928  0.04103  1.66698 
49.56000  4.95772  4.92641  -0.00894  1.75820 
49.57000  4.95738  4.94444  -0.05874  1.84907 
49.58000  4.95654  4.96339  -0.10834  1.93956 
49.59000  4.95521  4.98324  -0.15772  2.02965 
49.60000  4.95339  5.00398  -0.20687  2.11932 
49.61000  4.95108  5.02562  -0.25577  2.20855 
49.62000  4.94827  5.04815  -0.30439  2.29731 
49.63000  4.94499  5.07157  -0.35273  2.38558 
49.64000  4.94122  5.09586  -0.40075  2.47333 
49.65000  4.93697  5.12103  -0.44845  2.56055 
49.66000  4.93225  5.14708  -0.49580  2.64722 
49.67000  4.92706  5.17398  -0.54279  2.73331 
49.68000  4.92140  5.20174  -0.58940  2.81879 
49.69000  4.91527  5.23035  -0.63560  2.90365 
49.70000  4.90868  5.25981  -0.68139  2.98787 
49.71000  4.90164  5.29011  -0.72674  3.07142 
49.72000  4.89415  5.32124  -0.77164  3.15429 
49.73000  4.88621  5.35320  -0.81608  3.23645 
49.74000  4.87783  5.38597  -0.86002  3.31787 
49.75000  4.86901  5.41956  -0.90346  3.39855 
49.76000  4.85976  5.45394  -0.94638  3.47846 
49.77000  4.85008  5.48912  -0.98876  3.55758 
49.78000  4.83998  5.52509  -1.03059  3.63589 
49.79000  4.82947  5.56184  -1.07185  3.71337 
49.80000  4.81855  5.59936  -1.11253  3.79000 
49.81000  4.80722  5.63764  -1.15260  3.86575 
49.82000  4.79549  5.67668  -1.19206  3.94062 
49.83000  4.78338  5.71646  -1.23088  4.01459 
49.84000  4.77088  5.75697  -1.26905  4.08762 
49.85000  4.75800  5.79821  -1.30657  4.15972 
49.86000  4.74474  5.84016  -1.34340  4.23085 
49.87000  4.73113  5.88282  -1.37955  4.30100 
49.88000  4.71715  5.92618  -1.41498  4.37015 
49.89000  4.70283  5.97023  -1.44970  4.43828 
49.90000  4.68816  6.01495  -1.48369  4.50539 
49.91000  4.67315  6.06034  -1.51692  4.57144 
49.92000  4.65782  6.10638  -1.54940  4.63643 
49.93000  4.64217  6.15306  -1.58110  4.70033 
49.94000  4.62620  6.20038  -1.61202  4.76314 
49.95000  4.60993  6.24833  -1.64214  4.82483 
49.96000  4.59336  6.29688  -1.67144  4.88540 
49.97000  4.57650  6.34603  -1.69993  4.94482 
49.98000  4.55936  6.39578  -1.72758  5.00308 
49.99000  4.54195  6.44610  -1.75438  5.06017 
50.00000  4.52427  6.49698  -1.78033  5.11607 
50.01000  4.50634  6.54842  -1.80541  5.17077 
50.02000  4.48816  6.60040  -1.82961  5.22425 
50.03000  4.46975  6.65290  -1.85292  5.27651 
50.04000  4.45110  6.70593  -1.87533  5.32752 
50.05000  4.43224  6.75945  -1.89684  5.37729 
50.06000  4.41317  6.81347  -1.91743  5.42579 
