#t  x1  x2  v1  v2 
22.02000  3.36171  12.52169  -3.50845  -0.54775 
22.03000  3.32692  12.51583  -3.45015  -0.62469 
22.04000  3.29271  12.50920  -3.39122  -0.70184 
22.05000  3.25909  12.50179  -3.33168  -0.77919 
22.06000  3.22607  12.49362  -3.27156  -0.85672 
22.07000  3.19366  12.48466  -3.21086  -0.93440 
22.08000  3.16186  12.47493  -3.14962  -1.01222 
22.09000  3.13067  12.46442  -3.08785  -1.09015 
22.10000  3.10010  12.45312  -3.02557  -1.16817 
22.11000  3.07016  12.44105  -2.96280  -1.24626 
22.12000  3.04084  12.42820  -2.89956  -1.32440 
22.13000  3.01217  12.41456  -2.83588  -1.40256 
22.14000  2.98413  12.40015  -2.77177  -1.48073 
22.15000  2.95673  12.38495  -2.70725  -1.55887 
22.16000  2.92998  12.36897  -2.64235  -1.63698 
22.17000  2.90388  12.35221  -2.57708  -1.71502 
22.18000  2.87844  12.33467  -2.51147  -1.79298 
22.19000  2.85365  12.31635  -2.44554  -1.87083 
22.20000  2.82953  12.29725  -2.37930  -1.94855 
22.21000  2.80607  12.27738  -2.31278  -2.02612 
22.22000  2.78327  12.25673  -2.24601  -2.10351 
22.23000  2.76115  12.23531  -2.17899  -2.18071 
22.24000  2.73969  12.21312  -2.11176  -2.25769 
22.25000  2.71891  12.19016  -2.04433  -2.33443 
22.26000  2.69881  12.16643  -1.97672  -2.41091 
22.27000  2.67938  12.14194  -1.90896  -2.48710 
22.28000  2.66063  12.11669  -1.84107  -2.56299 
22.29000  2.64256  12.09068  -1.77306  -2.63854 
22.30000  2.62517  12.06392  -1.70497  -2.71375 
22.31000  2.60846  12.03640  -1.63680  -2.78859 
22.32000  2.59243  12.00814  -1.56859  -2.86303 
22.33000  2.57709  11.97914  -1.50035  -2.93705 
22.34000  2.56242  11.94940  -1.43210  -3.01064 
22.35000  2.54844  11.91893  -1.36387  -3.08377 
22.36000  2.53515  11.88773  -1.29567  -3.15642 
22.37000  2.52253  11.85580  -1.22753  -3.22857 
22.38000  2.51060  11.82316  -1.15946  -3.30019 
22.39000  2.49934  11.78980  -1.09150  -3.37127 
22.40000  2.48877  11.75573  -1.02365  -3.44178 
22.41000  2.47887  11.72096  -0.95595  -3.51171 
22.42000  2.46965  11.68550  -0.88840  -3.58103 
22.43000  2.46110  11.64934  -0.82103  -3.64973 
22.44000  2.45323  11.61250  -0.75387  -3.71778 
22.45000  2.44602  11.57499  -0.68692  -3.78515 
22.46000  2.43949  11.53680  -0.62022  -3.85184 
22.47000  2.43362  11.49795  -0.55377  -3.91783 
22.48000  2.42841  11.45844  -0.48761  -3.98308 
22.49000  2.42387  11.41829  -0.42175  -4.04759 
22.50000  2.41998  11.37749  -0.35621  -4.11133 
22.51000  2.41674  11.33606  -0.29101  -4.17428 
22.52000  2.41416  11.29401  -0.22617  -4.23642 
22.53000  2.41222  11.25133  -0.16171  -4.29774 
22.54000  2.41092  11.20805  -0.09764  -4.35822 
22.55000  2.41027  11.16417  -0.03399  -4.41784 
22.56000  2.41024  11.11969  0.02922  -4.47658 
22.57000  2.41085  11.07464  0.09198  -4.53441 
22.58000  2.41208  11.02901  0.15427  -4.59133 
22.59000  2.41394  10.98281  0.21607  -4.64732 
22.60000  2.41640  10.93606  0.27736  -4.70236 
22.61000  2.41948  10.88876  0.33813  -4.75643 
22.62000  2.42317  10.84093  0.39835  -4.80951 
22.63000  2.42745  10.79257  0.45801  -4.86159 
22.64000  2.43233  10.74370  0.51709  -4.91266 
22.65000  2.43779  10.69432  0.57558  -4.96269 
22.66000  2.44384  10.64444  0.63346  -5.01167 
22.67000  2.45046  10.59409  0.69071  -5.05958 
22.68000  2.45765  10.54325  0.74732  -5.10641 
22.69000  2.46541  10.49196  0.80326  -5.15215 
22.70000  2.47372  10.44021  0.85853  -5.19678 
22.71000  2.48258  10.38802  0.91311  -5.24028 
22.72000  2.49198  10.33540  0.96698  -5.28264 
22.73000  2.50192  10.28237  1.02013  -5.32385 
22.74000  2.51238  10.22893  1.07254  -5.36389 
22.75000  2.52337  10.17509  1.12421  -5.40275 
22.76000  2.53487  10.12087  1.17510  -5.44042 
22.77000  2.54687  10.06628  1.22522  -5.47688 
22.78000  2.55937  10.01133  1.27455  -5.51213 
22.79000  2.57236  9.95604  1.32307  -5.54614 
22.80000  2.58583  9.90041  1.37077  -5.57891 
22.81000  2.59978  9.84446  1.41764  -5.61044 
22.82000  2.61419  9.78820  1.46366  -5.64069 
22.83000  2.62905  9.73165  1.50883  -5.66967 
22.84000  2.64436  9.67481  1.55312  -5.69737 
22.85000  2.66011  9.61770  1.59654  -5.72377 
22.86000  2.67629  9.56033  1.63907  -5.74887 
22.87000  2.69289  9.50272  1.68069  -5.77266 
22.88000  2.70991  9.44488  1.72140  -5.79512 
22.89000  2.72732  9.38682  1.76119  -5.81625 
22.90000  2.74513  9.32856  1.80004  -5.83604 
22.91000  2.76332  9.27010  1.83795  -5.85449 
22.92000  2.78189  9.21147  1.87491  -5.87158 
22.93000  2.80082  9.15267  1.91090  -5.88730 
22.94000  2.82011  9.09372  1.94592  -5.90166 
22.95000  2.83974  9.03464  1.97996  -5.91465 
22.96000  2.85971  8.97543  2.01302  -5.92625 
22.97000  2.88000  8.91611  2.04508  -5.93647 
22.98000  2.90061  8.85670  2.07614  -5.94529 
22.99000  2.92152  8.79720  2.10619  -5.95272 
23.00000  2.94273  8.73764  2.13522  -5.95875 
23.01000  2.96423  8.67803  2.16323  -5.96337 
23.02000  2.98600  8.61838  2.19021  -5.96658 
23.03000  3.00803  8.55870  2.21615  -5.96838 
23.04000  3.03032  8.49901  2.24106  -5.96877 
23.05000  3.05285  8.43932  2.26492  -5.96774 
23.06000  3.07562  8.37965  2.28773  -5.96528 
23.07000  3.09861  8.32002  2.30948  -5.96141 
23.08000  3.12181  8.26043  2.33018  -5.95611 
23.09000  3.14521  8.20089  2.34982  -5.94939 
23.10000  3.16880  8.14144  2.36839  -5.94124 
23.11000  3.19258  8.08207  2.38589  -5.93167 
23.12000  3.21652  8.02280  2.40233  -5.92067 
23.13000  3.24062  7.96366  2.41769  -5.90825 
23.14000  3.26488  7.90464  2.43197  -5.89441 
23.15000  3.28926  7.84577  2.44518  -5.87914 
23.16000  3.31378  7.78706  2.45732  -5.86246 
23.17000  3.33841  7.72852  2.46837  -5.84435 
23.18000  3.36315  7.67017  2.47835  -5.82483 
23.19000  3.38798  7.61202  2.48725  -5.80390 
23.20000  3.41289  7.55409  2.49507  -5.78155 
23.21000  3.43788  7.49639  2.50182  -5.75780 
23.22000  3.46293  7.43894  2.50749  -5.73265 
23.23000  3.48803  7.38174  2.51208  -5.70610 
23.24000  3.51317  7.32481  2.51560  -5.67816 
23.25000  3.53834  7.26817  2.51805  -5.64884 
23.26000  3.56353  7.21184  2.51943  -5.61813 
23.27000  3.58873  7.15581  2.51975  -5.58604 
23.28000  3.61393  7.10012  2.51900  -5.55259 
23.29000  3.63911  7.04476  2.51720  -5.51777 
23.30000  3.66427  6.98976  2.51433  -5.48160 
23.31000  3.68940  6.93513  2.51042  -5.44408 
23.32000  3.71448  6.88088  2.50546  -5.40522 
23.33000  3.73951  6.82702  2.49946  -5.36503 
23.34000  3.76447  6.77358  2.49243  -5.32352 
23.35000  3.78935  6.72055  2.48436  -5.28069 
23.36000  3.81415  6.66796  2.47527  -5.23656 
23.37000  3.83886  6.61582  2.46516  -5.19113 
23.38000  3.86346  6.56414  2.45403  -5.14442 
23.39000  3.88794  6.51293  2.44190  -5.09643 
23.40000  3.91230  6.46221  2.42878  -5.04718 
23.41000  3.93652  6.41199  2.41466  -4.99668 
23.42000  3.96059  6.36228  2.39956  -4.94494 
23.43000  3.98451  6.31309  2.38349  -4.89197 
23.44000  4.00826  6.26444  2.36645  -4.83778 
23.45000  4.03184  6.21634  2.34845  -4.78238 
23.46000  4.05523  6.16879  2.32950  -4.72580 
23.47000  4.07843  6.12182  2.30962  -4.66804 
23.48000  4.10142  6.07543  2.28881  -4.60911 
23.49000  4.12420  6.02964  2.26708  -4.54903 
23.50000  4.14676  5.98445  2.24444  -4.48782 
23.51000  4.16909  5.93988  2.22090  -4.42548 
23.52000  4.19118  5.89594  2.19648  -4.36204 
23.53000  4.21302  5.85264  2.17118  -4.29751 
23.54000  4.23460  5.80999  2.14502  -4.23189 
23.55000  4.25592  5.76800  2.11800  -4.16522 
23.56000  4.27696  5.72669  2.09014  -4.09750 
23.57000  4.29772  5.68605  2.06146  -4.02876 
23.58000  4.31819  5.64611  2.03196  -3.95900 
23.59000  4.33836  5.60687  2.00166  -3.88825 
23.60000  4.35823  5.56835  1.97057  -3.81652 
23.61000  4.37777  5.53054  1.93871  -3.74382 
23.62000  4.39700  5.49347  1.90608  -3.67019 
23.63000  4.41590  5.45714  1.87270  -3.59563 
23.64000  4.43445  5.42156  1.83859  -3.52017 
23.65000  4.45267  5.38674  1.80376  -3.44382 
23.66000  4.47053  5.35268  1.76823  -3.36659 
23.67000  4.48803  5.31940  1.73200  -3.28852 
23.68000  4.50517  5.28691  1.69510  -3.20962 
23.69000  4.52193  5.25521  1.65754  -3.12990 
23.70000  4.53832  5.22431  1.61934  -3.04940 
23.71000  4.55432  5.19422  1.58050  -2.96812 
23.72000  4.56993  5.16495  1.54106  -2.88609 
23.73000  4.58514  5.13650  1.50101  -2.80333 
23.74000  4.59995  5.10888  1.46039  -2.71986 
23.75000  4.61435  5.08210  1.41920  -2.63570 
23.76000  4.62833  5.05617  1.37747  -2.55087 
23.77000  4.64190  5.03109  1.33520  -2.46539 
23.78000  4.65504  5.00686  1.29242  -2.37928 
23.79000  4.66775  4.98350  1.24914  -2.29257 
23.80000  4.68002  4.96101  1.20539  -2.20528 
23.81000  4.69186  4.93940  1.16117  -2.11742 
23.82000  4.70325  4.91866  1.11651  -2.02903 
23.83000  4.71419  4.89882  1.07143  -1.94012 
23.84000  4.72467  4.87986  1.02593  -1.85071 
23.85000  4.73470  4.86180  0.98004  -1.76083 
23.86000  4.74427  4.84464  0.93379  -1.67050 
23.87000  4.75338  4.82839  0.88718  -1.57974 
23.88000  4.76202  4.81305  0.84023  -1.48858 
23.89000  4.77018  4.79862  0.79297  -1.39703 
23.90000  4.77788  4.78511  0.74540  -1.30513 
23.91000  4.78509  4.77252  0.69756  -1.21289 
23.92000  4.79183  4.76085  0.64946  -1.12034 
23.93000  4.79808  4.75011  0.60112  -1.02750 
23.94000  4.80385  4.74030  0.55255  -0.93439 
23.95000  4.80913  4.73142  0.50378  -0.84105 
23.96000  4.81393  4.72348  0.45482  -0.74748 
23.97000  4.81823  4.71647  0.40570  -0.65372 
23.98000  4.82204  4.71040  0.35643  -0.55979 
23.99000  4.82536  4.70528  0.30703  -0.46571 
24.00000  4.82818  4.70109  0.25753  -0.37150 
24.01000  4.83051  4.69785  0.20794  -0.27720 
24.02000  4.83234  4.69555  0.15828  -0.18282 
24.03000  4.83367  4.69419  0.10857  -0.08839 
24.04000  4.83451  4.69378  0.05882  0.00608 
24.05000  4.83485  4.69431  0.00907  0.10054 
24.06000  4.83469  4.69579  -0.04067  0.19499 
24.07000  4.83404  4.69821  -0.09039  0.28939 
24.08000  4.83288  4.70158  -0.14006  0.38373 
24.09000  4.83124  4.70589  -0.18967  0.47797 
24.10000  4.82909  4.71114  -0.23918  0.57211 
24.11000  4.82645  4.71733  -0.28860  0.66610 
24.12000  4.82332  4.72446  -0.33789  0.75993 
24.13000  4.81969  4.73253  -0.38703  0.85358 
24.14000  4.81558  4.74153  -0.43601  0.94701 
24.15000  4.81097  4.75147  -0.48481  1.04021 
24.16000  4.80588  4.76234  -0.53341  1.13316 
24.17000  4.80031  4.77413  -0.58179  1.22583 
24.18000  4.79425  4.78685  -0.62993  1.31819 
24.19000  4.78771  4.80049  -0.67782  1.41023 
24.20000  4.78069  4.81506  -0.72542  1.50191 
24.21000  4.77320  4.83053  -0.77273  1.59323 
24.22000  4.76524  4.84692  -0.81973  1.68414 
24.23000  4.75680  4.86422  -0.86640  1.77464 
24.24000  4.74791  4.88241  -0.91271  1.86470 
24.25000  4.73855  4.90151  -0.95865  1.95429 
24.26000  4.72873  4.92150  -1.00421  2.04340 
24.27000  4.71847  4.94238  -1.04936  2.13200 
24.28000  4.70775  4.96414  -1.09409  2.22006 
24.29000  4.69658  4.98678  -1.13838  2.30757 
24.30000  4.68498  5.01029  -1.18221  2.39451 
24.31000  4.67294  5.03467  -1.22557  2.48085 
24.32000  4.66047  5.05991  -1.26843  2.56657 
24.33000  4.64757  5.08600  -1.31078  2.65165 
24.34000  4.63425  5.11294  -1.35260  2.73607 
24.35000  4.62052  5.14072  -1.39388  2.81981 
24.36000  4.60638  5.16934  -1.43460  2.90285 
24.37000  4.59183  5.19878  -1.47474  2.98515 
24.38000  4.57688  5.22904  -1.51429  3.06672 
24.39000  4.56154  5.26011  -1.55323  3.14752 
24.40000  4.54582  5.29199  -1.59154  3.22754 
24.41000  4.52971  5.32466  -1.62921  3.30675 
24.42000  4.51323  5.35813  -1.66623  3.38513 
24.43000  4.49639  5.39237  -1.70257  3.46268 
24.44000  4.47918  5.42738  -1.73823  3.53936 
24.45000  4.46162  5.46315  -1.77319  3.61516 
24.46000  4.44372  5.49968  -1.80742  3.69006 
24.47000  4.42547  5.53695  -1.84093  3.76403 
24.48000  4.40690  5.57496  -1.87370  3.83708 
24.49000  4.38800  5.61370  -1.90570  3.90917 
24.50000  4.36878  5.65315  -1.93694  3.98028 
24.51000  4.34926  5.69330  -1.96739  4.05041 
24.52000  4.32944  5.73415  -1.99703  4.11953 
24.53000  4.30932  5.77569  -2.02587  4.18762 
24.54000  4.28892  5.81791  -2.05389  4.25468 
24.55000  4.26824  5.86079  -2.08107  4.32067 
24.56000  4.24730  5.90432  -2.10740  4.38560 
24.57000  4.22609  5.94850  -2.13287  4.44944 
24.58000  4.20464  5.99331  -2.15746  4.51218 
24.59000  4.18294  6.03874  -2.18118  4.57379 
24.60000  4.16102  6.08478  -2.20400  4.63428 
24.61000  4.13886  6.13143  -2.22592  4.69361 
24.62000  4.11650  6.17866  -2.24692  4.75179 
24.63000  4.09393  6.22646  -2.26700  4.80879 
24.64000  4.07116  6.27483  -2.28615  4.86460 
24.65000  4.04820  6.32376  -2.30435  4.91922 
24.66000  4.02507  6.37322  -2.32159  4.97261 
24.67000  4.00177  6.42321  -2.33788  5.02478 
24.68000  3.97831  6.47371  -2.35320  5.07571 
24.69000  3.95471  6.52472  -2.36753  5.12539 
24.70000  3.93096  6.57622  -2.38089  5.17381 
24.71000  3.90709  6.62820  -2.39324  5.22096 
24.72000  3.88310  6.68064  -2.40460  5.26682 
24.73000  3.85900  6.73353  -2.41495  5.31139 
24.74000  3.83480  6.78687  -2.42429  5.35466 
24.75000  3.81051  6.84063  -2.43260  5.39661 
24.76000  3.78615  6.89480  -2.43989  5.43724 
24.77000  3.76171  6.94937  -2.44615  5.47653 
24.78000  3.73722  7.00433  -2.45137  5.51449 
24.79000  3.71269  7.05966  -2.45555  5.55110 
24.80000  3.68811  7.11535  -2.45868  5.58635 
24.81000  3.66351  7.17139  -2.46077  5.62025 
24.82000  3.63890  7.22776  -2.46179  5.65277 
24.83000  3.61428  7.28444  -2.46177  5.68391 
24.84000  3.58966  7.34144  -2.46068  5.71367 
24.85000  3.56506  7.39872  -2.45852  5.74204 
24.86000  3.54049  7.45628  -2.45530  5.76902 
24.87000  3.51596  7.51410  -2.45102  5.79460 
24.88000  3.49147  7.57217  -2.44566  5.81877 
24.89000  3.46704  7.63047  -2.43923  5.84154 
24.90000  3.44269  7.68900  -2.43173  5.86289 
24.91000  3.41841  7.74773  -2.42316  5.88283 
24.92000  3.39422  7.80666  -2.41351  5.90135 
24.93000  3.37014  7.86576  -2.40279  5.91845 
24.94000  3.34617  7.92502  -2.39100  5.93412 
24.95000  3.32232  7.98444  -2.37814  5.94837 
24.96000  3.29860  8.04399  -2.36421  5.96119 
24.97000  3.27504  8.10366  -2.34921  5.97258 
24.98000  3.25162  8.16344  -2.33314  5.98254 
24.99000  3.22837  8.22332  -2.31600  5.99108 
25.00000  3.20530  8.28327  -2.29781  5.99818 
25.01000  3.18242  8.34328  -2.27855  6.00385 
25.02000  3.15973  8.40334  -2.25824  6.00810 
25.03000  3.13725  8.46344  -2.23688  6.01091 
25.04000  3.11499  8.52356  -2.21446  6.01230 
25.05000  3.09296  8.58369  -2.19101  6.01227 
25.06000  3.07117  8.64381  -2.16651  6.01082 
25.07000  3.04963  8.70390  -2.14098  6.00794 
25.08000  3.02835  8.76397  -2.11442  6.00366 
25.09000  3.00734  8.82398  -2.08684  5.99796 
25.10000  2.98662  8.88392  -2.05824  5.99085 
25.11000  2.96618  8.94379  -2.02863  5.98233 
25.12000  2.94604  9.00357  -1.99801  5.97242 
25.13000  2.92622  9.06324  -1.96640  5.96111 
25.14000  2.90672  9.12279  -1.93380  5.94842 
25.15000  2.88754  9.18221  -1.90022  5.93434 
25.16000  2.86871  9.24148  -1.86566  5.91888 
25.17000  2.85023  9.30059  -1.83014  5.90206 
25.18000  2.83211  9.35952  -1.79366  5.88387 
25.19000  2.81436  9.41827  -1.75624  5.86432 
25.20000  2.79698  9.47681  -1.71788  5.84343 
25.21000  2.78000  9.53513  -1.67859  5.82119 
25.22000  2.76341  9.59323  -1.63838  5.79763 
25.23000  2.74723  9.65109  -1.59726  5.77274 
25.24000  2.73147  9.70869  -1.55525  5.74653 
25.25000  2.71613  9.76602  -1.51235  5.71902 
25.26000  2.70122  9.82307  -1.46858  5.69022 
25.27000  2.68675  9.87982  -1.42395  5.66013 
25.28000  2.67274  9.93627  -1.37846  5.62877 
25.29000  2.65919  9.99240  -1.33214  5.59614 
25.30000  2.64610  10.04819  -1.28499  5.56226 
25.31000  2.63349  10.10364  -1.23702  5.52714 
25.32000  2.62136  10.15873  -1.18826  5.49079 
25.33000  2.60972  10.21346  -1.13871  5.45322 
25.34000  2.59858  10.26780  -1.08839  5.41445 
25.35000  2.58795  10.32175  -1.03731  5.37449 
25.36000  2.57784  10.37529  -0.98548  5.33335 
25.37000  2.56824  10.42841  -0.93292  5.29104 
25.38000  2.55918  10.48111  -0.87965  5.24758 
25.39000  2.55065  10.53337  -0.82567  5.20299 
25.40000  2.54266  10.58517  -0.77101  5.15727 
25.41000  2.53523  10.63651  -0.71568  5.11044 
25.42000  2.52835  10.68738  -0.65970  5.06252 
25.43000  2.52204  10.73776  -0.60308  5.01352 
25.44000  2.51629  10.78765  -0.54583  4.96346 
25.45000  2.51112  10.83703  -0.48799  4.91235 
25.46000  2.50653  10.88590  -0.42955  4.86021 
25.47000  2.50253  10.93423  -0.37054  4.80705 
25.48000  2.49912  10.98204  -0.31097  4.75290 
25.49000  2.49631  11.02929  -0.25087  4.69776 
25.50000  2.49410  11.07599  -0.19025  4.64166 
25.51000  2.49250  11.12213  -0.12912  4.58461 
25.52000  2.49152  11.16768  -0.06751  4.52664 
25.53000  2.49115  11.21266  -0.00544  4.46775 
25.54000  2.49141  11.25704  0.05708  4.40796 
25.55000  2.49229  11.30082  0.12004  4.34730 
25.56000  2.49381  11.34399  0.18340  4.28578 
25.57000  2.49596  11.38653  0.24715  4.22343 
25.58000  2.49875  11.42845  0.31128  4.16025 
25.59000  2.50219  11.46974  0.37576  4.09627 
25.60000  2.50627  11.51038  0.44058  4.03151 
25.61000  2.51100  11.55037  0.50571  3.96599 
25.62000  2.51638  11.58970  0.57114  3.89973 
25.63000  2.52242  11.62836  0.63684  3.83274 
25.64000  2.52912  11.66635  0.70280  3.76505 
25.65000  2.53648  11.70366  0.76899  3.69668 
25.66000  2.54450  11.74029  0.83540  3.62765 
25.67000  2.55319  11.77622  0.90201  3.55797 
25.68000  2.56254  11.81145  0.96879  3.48767 
25.69000  2.57256  11.84597  1.03572  3.41677 
25.70000  2.58325  11.87978  1.10279  3.34530 
25.71000  2.59462  11.91288  1.16998  3.27326 
25.72000  2.60665  11.94525  1.23726  3.20068 
25.73000  2.61936  11.97689  1.30461  3.12759 
25.74000  2.63275  12.00780  1.37201  3.05401 
25.75000  2.64680  12.03797  1.43944  2.97995 
25.76000  2.66154  12.06740  1.50689  2.90543 
25.77000  2.67694  12.09608  1.57432  2.83049 
25.78000  2.69302  12.12401  1.64172  2.75514 
25.79000  2.70978  12.15118  1.70907  2.67940 
25.80000  2.72720  12.17760  1.77634  2.60330 
25.81000  2.74530  12.20325  1.84352  2.52685 
25.82000  2.76407  12.22813  1.91058  2.45009 
25.83000  2.78351  12.25225  1.97751  2.37302 
25.84000  2.80362  12.27559  2.04428  2.29568 
25.85000  2.82440  12.29816  2.11087  2.21808 
25.86000  2.84584  12.31996  2.17726  2.14025 
25.87000  2.86795  12.34097  2.24342  2.06221 
25.88000  2.89071  12.36120  2.30935  1.98398 
25.89000  2.91413  12.38065  2.37501  1.90559 
25.90000  2.93821  12.39931  2.44038  1.82705 
25.91000  2.96294  12.41719  2.50545  1.74839 
25.92000  2.98832  12.43428  2.57020  1.66963 
25.93000  3.01434  12.45058  2.63460  1.59080 
25.94000  3.04101  12.46610  2.69863  1.51191 
25.95000  3.06832  12.48082  2.76227  1.43298 
25.96000  3.09626  12.49476  2.82550  1.35405 
25.97000  3.12483  12.50790  2.88830  1.27513 
25.98000  3.15402  12.52026  2.95065  1.19624 
25.99000  3.18384  12.53183  3.01254  1.11741 
26.00000  3.21427  12.54261  3.07393  1.03866 
26.01000  3.24532  12.55260  3.13481  0.96000 
26.02000  3.27697  12.56181  3.19516  0.88147 
26.03000  3.30922  12.57023  3.25496  0.80308 
26.04000  3.34207  12.57787  3.31418  0.72486 
26.05000  3.37550  12.58473  3.37282  0.64682 
26.06000  3.40952  12.59080  3.43085  0.56899 
26.07000  3.44412  12.59611  3.48825  0.49139 
26.08000  3.47929  12.60063  3.54499  0.41404 
26.09000  3.51502  12.60439  3.60108  0.33696 
26.10000  3.55131  12.60737  3.65647  0.26017 
26.11000  3.58815  12.60959  3.71116  0.18370 
26.12000  3.62553  12.61104  3.76513  0.10756 
26.13000  3.66345  12.61174  3.81835  0.03178 
26.14000  3.70190  12.61168  3.87082  -0.04363 
26.15000  3.74087  12.61087  3.92250  -0.11864 
26.16000  3.78035  12.60931  3.97339  -0.19324 
26.17000  3.82034  12.60700  4.02346  -0.26739 
26.18000  3.86082  12.60396  4.07271  -0.34110 
26.19000  3.90179  12.60018  4.12110  -0.41433 
26.20000  3.94324  12.59567  4.16863  -0.48706 
26.21000  3.98516  12.59044  4.21528  -0.55928 
26.22000  4.02755  12.58449  4.26103  -0.63097 
26.23000  4.07039  12.57782  4.30586  -0.70210 
26.24000  4.11367  12.57045  4.34976  -0.77266 
26.25000  4.15738  12.56237  4.39271  -0.84263 
26.26000  4.20152  12.55359  4.43470  -0.91200 
26.27000  4.24607  12.54413  4.47572  -0.98074 
26.28000  4.29103  12.53398  4.51574  -1.04883 
26.29000  4.33639  12.52315  4.55475  -1.11627 
26.30000  4.38213  12.51165  4.59274  -1.18302 
26.31000  4.42824  12.49949  4.62969  -1.24908 
26.32000  4.47472  12.48667  4.66559  -1.31443 
26.33000  4.52156  12.47320  4.70043  -1.37905 
26.34000  4.56873  12.45909  4.73418  -1.44292 
26.35000  4.61624  12.44434  4.76685  -1.50603 
26.36000  4.66407  12.42897  4.79841  -1.56836 
26.37000  4.71221  12.41298  4.82886  -1.62990 
26.38000  4.76065  12.39637  4.85818  -1.69063 
26.39000  4.80937  12.37916  4.88636  -1.75053 
26.40000  4.85837  12.36136  4.91338  -1.80960 
26.41000  4.90764  12.34297  4.93924  -1.86781 
26.42000  4.95716  12.32400  4.96393  -1.92516 
26.43000  5.00692  12.30447  4.98743  -1.98162 
26.44000  5.05691  12.28437  5.00974  -2.03719 
26.45000  5.10711  12.26372  5.03084  -2.09185 
26.46000  5.15752  12.24254  5.05072  -2.14559 
26.47000  5.20813  12.22081  5.06938  -2.19840 
26.48000  5.25891  12.19857  5.08681  -2.25026 
26.49000  5.30986  12.17581  5.10299  -2.30116 
26.50000  5.36097  12.15254  5.11793  -2.35108 
26.51000  5.41222  12.12879  5.13160  -2.40003 
26.52000  5.46360  12.10454  5.14401  -2.44799 
26.53000  5.51510  12.07983  5.15515  -2.49494 
26.54000  5.56671  12.05464  5.16500  -2.54087 
26.55000  5.61840  12.02901  5.17357  -2.58578 
26.56000  5.67018  12.00293  5.18084  -2.62966 
26.57000  5.72202  11.97642  5.18682  -2.67249 
26.58000  5.77391  11.94948  5.19149  -2.71427 
26.59000  5.82585  11.92213  5.19485  -2.75499 
26.60000  5.87781  11.89438  5.19689  -2.79464 
26.61000  5.92979  11.86624  5.19762  -2.83320 
26.62000  5.98176  11.83772  5.19702  -2.87069 
26.63000  6.03373  11.80882  5.19510  -2.90707 
26.64000  6.08566  11.77957  5.19185  -2.94236 
26.65000  6.13756  11.74998  5.18727  -2.97654 
26.66000  6.18941  11.72004  5.18135  -3.00961 
26.67000  6.24119  11.68978  5.17409  -3.04155 
26.68000  6.29289  11.65921  5.16549  -3.07237 
26.69000  6.34450  11.62834  5.15556  -3.10206 
26.70000  6.39600  11.59717  5.14428  -3.13061 
26.71000  6.44739  11.56573  5.13166  -3.15802 
26.72000  6.49864  11.53401  5.11770  -3.18429 
26.73000  6.54974  11.50204  5.10240  -3.20941 
26.74000  6.60068  11.46982  5.08575  -3.23338 
26.75000  6.65145  11.43737  5.06776  -3.25619 
26.76000  6.70204  11.40470  5.04844  -3.27784 
26.77000  6.75242  11.37181  5.02778  -3.29833 
26.78000  6.80259  11.33873  5.00578  -3.31766 
26.79000  6.85254  11.30546  4.98245  -3.33583 
26.80000  6.90224  11.27202  4.95779  -3.35283 
26.81000  6.95170  11.23841  4.93180  -3.36866 
26.82000  7.00088  11.20464  4.90449  -3.38333 
26.83000  7.04978  11.17074  4.87586  -3.39683 
26.84000  7.09840  11.13671  4.84592  -3.40917 
26.85000  7.14670  11.10256  4.81466  -3.42033 
26.86000  7.19469  11.06830  4.78210  -3.43034 
26.87000  7.24235  11.03395  4.74824  -3.43917 
26.88000  7.28966  10.99952  4.71309  -3.44685 
26.89000  7.33661  10.96501  4.67665  -3.45336 
26.90000  7.38319  10.93045  4.63893  -3.45872 
26.91000  7.42939  10.89584  4.59994  -3.46292 
26.92000  7.47519  10.86119  4.55968  -3.46596 
26.93000  7.52058  10.82652  4.51816  -3.46786 
26.94000  7.56555  10.79183  4.47539  -3.46862 
26.95000  7.61009  10.75715  4.43138  -3.46823 
26.96000  7.65418  10.72247  4.38613  -3.46670 
26.97000  7.69781  10.68781  4.33966  -3.46404 
26.98000  7.74097  10.65319  4.29198  -3.46026 
26.99000  7.78365  10.61861  4.24309  -3.45536 
27.00000  7.82583  10.58408  4.19301  -3.44933 
27.01000  7.86751  10.54962  4.14175  -3.44221 
27.02000  7.90867  10.51524  4.08931  -3.43397 
27.03000  7.94930  10.48094  4.03571  -3.42464 
27.04000  7.98938  10.44674  3.98096  -3.41423 
27.05000  8.02891  10.41266  3.92508  -3.40273 
27.06000  8.06788  10.37869  3.86806  -3.39016 
27.07000  8.10628  10.34485  3.80994  -3.37652 
27.08000  8.14408  10.31116  3.75072  -3.36183 
27.09000  8.18129  10.27762  3.69041  -3.34609 
27.10000  8.21789  10.24424  3.62902  -3.32932 
27.11000  8.25387  10.21103  3.56658  -3.31151 
27.12000  8.28922  10.17801  3.50310  -3.29269 
27.13000  8.32393  10.14518  3.43858  -3.27285 
27.14000  8.35799  10.11255  3.37305  -3.25202 
27.15000  8.39139  10.08014  3.30652  -3.23020 
27.16000  8.42412  10.04794  3.23901  -3.20740 
27.17000  8.45617  10.01599  3.17052  -3.18364 
27.18000  8.48753  9.98427  3.10109  -3.15892 
27.19000  8.51820  9.95281  3.03072  -3.13327 
